Имя;Ссылка;
Юра;;
Илья;WebPay integration;
Валик;https://wiki.postgresql.org/wiki/Foreign_data_wrappers;https://medium.com/@rcdexta/whats-the-deal-with-ruby-gc-and-copy-on-write-f5eddef21485
Даша;;
Кирилл;;
Ринат;;
Саша Б;http://bucardo.org/;репликация для чайников
Саша П;http://blog.bigbinary.com/2013/07/01/preload-vs-eager-load-vs-joins-vs-includes.html;https://github.com/activerecord-hackery/ransack
Дима;;
Арсений;;
Женя;;
Аня;;
Николай;NLP;
