Имя;Ссылка;;
Жора;;;
Илья;;;
Валик;;;
Даша;;;
Кирилл;http://emberjs.com/blog/2015/05/05/glimmer-merging.html;http://arstechnica.com/information-technology/2015/05/04/prime-minister-of-singapore-shares-his-c-code-for-sudoku-solver/;http://carlcheo.com/compsci
Ринат;;;
Саша Б;;;
Саша П;;;
Дима;;;
Арсений;;;
Женя;;;
Аня;;;
Вова;PR;;
Юра К;;;
Максим;;;
Оля;;;
